   2.1185000e+04	   3.4349425e-02	   9.9910404e-01	   1.9589901e+01	   3.6834160e-01	   9.9648116e-01	   6.5183024e+00	   5.3498054e-35	   1.3695502e-32	   1.4024194e-29	   3.4238755e-33	   0.0000000e+00	   8.7651212e-31	
   2.5179000e+04	   3.4098497e-02	   9.9909772e-01	   1.9382065e+01	   3.6224797e-01	   9.9642357e-01	   6.5285319e+00	   5.3498054e-35	   0.0000000e+00	   1.4024194e-29	   3.4238755e-33	   0.0000000e+00	   8.7651212e-31	
   2.9925000e+04	   3.4039123e-02	   9.9910417e-01	   1.9352597e+01	   3.5585071e-01	   9.9644575e-01	   6.5212416e+00	   0.0000000e+00	   0.0000000e+00	   1.4024194e-29	   3.4238755e-33	   0.0000000e+00	   0.0000000e+00	
   3.5566000e+04	   3.4089069e-02	   9.9910333e-01	   1.9373806e+01	   3.5000853e-01	   9.9648780e-01	   6.5519562e+00	   0.0000000e+00	   1.3695502e-32	   0.0000000e+00	   3.4238755e-33	   5.4782007e-32	   8.7651212e-31	
   4.2270000e+04	   3.4062457e-02	   9.9910090e-01	   1.9380356e+01	   3.4401150e-01	   9.9653331e-01	   6.5493270e+00	   0.0000000e+00	   0.0000000e+00	   1.4024194e-29	   3.4238755e-33	   1.3695502e-32	   8.7651212e-31	
   5.0238000e+04	   3.3902545e-02	   9.9910071e-01	   1.9320857e+01	   3.3832991e-01	   9.9655906e-01	   6.5528544e+00	   0.0000000e+00	   1.3695502e-32	   0.0000000e+00	   3.4238755e-33	   0.0000000e+00	   8.7651212e-31	
   5.9708000e+04	   3.4057365e-02	   9.9910329e-01	   1.9362619e+01	   3.3357475e-01	   9.9659567e-01	   6.5526790e+00	   0.0000000e+00	   5.4782007e-32	   0.0000000e+00	   3.4238755e-33	   0.0000000e+00	   0.0000000e+00	
   7.0963000e+04	   3.4111828e-02	   9.9910389e-01	   1.9412098e+01	   3.2856710e-01	   9.9662003e-01	   6.5542164e+00	   5.3498054e-35	   5.4782007e-32	   1.4024194e-29	   3.4238755e-33	   0.0000000e+00	   8.7651212e-31	
   8.4339000e+04	   3.4161692e-02	   9.9910570e-01	   1.9414864e+01	   3.2373145e-01	   9.9662184e-01	   6.5651999e+00	   5.3498054e-35	   1.3695502e-32	   1.4024194e-29	   0.0000000e+00	   5.4782007e-32	   0.0000000e+00	
   1.0023700e+05	   3.4120434e-02	   9.9910561e-01	   1.9411351e+01	   3.1870251e-01	   9.9665054e-01	   6.5671688e+00	   5.3498054e-35	   1.3695502e-32	   0.0000000e+00	   3.4238755e-33	   0.0000000e+00	   8.7651212e-31	
   1.1913200e+05	   3.4163205e-02	   9.9910394e-01	   1.9452725e+01	   3.1394612e-01	   9.9667810e-01	   6.5661122e+00	   5.3498054e-35	   5.4782007e-32	   1.4024194e-29	   3.4238755e-33	   1.3695502e-32	   3.5060485e-30	
   1.4158900e+05	   3.4193948e-02	   9.9910859e-01	   1.9471773e+01	   3.0945771e-01	   9.9670052e-01	   6.5717752e+00	   5.3498054e-35	   1.3695502e-32	   1.4024194e-29	   3.4238755e-33	   5.4782007e-32	   0.0000000e+00	
   1.6827900e+05	   3.4295685e-02	   9.9911499e-01	   1.9529814e+01	   3.0518900e-01	   9.9674171e-01	   6.5718276e+00	   0.0000000e+00	   0.0000000e+00	   1.4024194e-29	   3.4238755e-33	   1.3695502e-32	   8.7651212e-31	
   2.0000000e+05	             NaN	             NaN	             NaN	             NaN	             NaN	             NaN	             NaN	             NaN	             NaN	             NaN	             NaN	             NaN	
